doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113202700_485HJT,Чистящее средство для кухни 500мл,бытовая химия,5,291.17,0.0,2,1,2026-01-13
260113202700_485HJT,Рулетка измерительная 5м,инструменты,1,255.1,0.0,2,1,2026-01-13
260113202700_6177CL,Римские шторы 120х150см,текстиль,1,2120.52,294.88,2,1,2026-01-13
260113202700_6177CL,Светильник потолочный точечный,освещение,5,534.89,0.0,2,1,2026-01-13
260113202700_IG0KFL,Средство для чистки унитаза 750мл,бытовая химия,5,223.82,0.0,2,1,2026-01-13
260113202700_620O1X,Салфетки столовые набор 6шт,текстиль,1,293.38,80.86,2,1,2026-01-13
260113202700_620O1X,Измельчитель ручной,кухонная утварь,3,593.7,85.65,2,1,2026-01-13
260113202700_620O1X,Аварийный светильник,освещение,3,1230.11,0.0,2,1,2026-01-13
260113202700_620O1X,Кусачки боковые 180мм,инструменты,3,545.65,0.0,2,1,2026-01-13
260113202700_620O1X,Термосумка 20л,хозтовары,4,426.73,0.0,2,1,2026-01-13
260113202700_620O1X,Лестница-стремянка 3 ступени,хозтовары,4,1325.84,0.0,2,1,2026-01-13
260113202700_3JG080,Ящик пластиковый для хранения 60л,хозтовары,3,485.04,0.0,2,1,2026-01-13
260113202700_99LNKS,Средство для мытья посуды 450мл,бытовая химия,3,96.18,0.0,2,1,2026-01-13
260113202700_99LNKS,Швабра с отжимом,хозтовары,3,355.07,0.0,2,1,2026-01-13
260113202700_99LNKS,Набор столовых приборов 24 предмета,посуда,2,2581.03,0.0,2,1,2026-01-13
260113202700_99LNKS,Нож шеф-повара 20см,кухонная утварь,3,1459.25,0.0,2,1,2026-01-13
260113202700_U55F0N,Вешалка прихожая напольная,мебель,4,1451.62,243.0,2,1,2026-01-13
260113202700_U55F0N,Гирлянда LED 5м 100 ламп,освещение,1,565.61,42.65,2,1,2026-01-13
260113202700_U55F0N,Рулетка измерительная 5м,инструменты,4,357.68,39.27,2,1,2026-01-13
260113202700_U55F0N,Сушилка для белья напольная,хозтовары,4,1734.41,0.0,2,1,2026-01-13
260113202700_U55F0N,Швабра с отжимом,хозтовары,3,426.95,122.78,2,1,2026-01-13
260113202700_U55F0N,Счетчик воды холодной,сантехника,5,993.94,209.42,2,1,2026-01-13
260113202700_U55F0N,Журнальный столик 60х60,мебель,5,4181.1,0.0,2,1,2026-01-13
260113202700_B0NN21,Счетчик воды холодной,сантехника,4,1143.65,0.0,2,1,2026-01-13
260113202700_B0NN21,Полотенце банное 100х150см,текстиль,2,475.64,0.0,2,1,2026-01-13
260113202700_B0NN21,Таймер розеточный,электротовары,3,1069.21,0.0,2,1,2026-01-13
260113202700_B0NN21,Ванна акриловая 170см,сантехника,4,22306.86,0.0,2,1,2026-01-13
260113202700_B0NN21,Совок и щетка для мусора,хозтовары,5,187.5,0.0,2,1,2026-01-13
260113202700_B0NN21,Салфетки столовые набор 6шт,текстиль,2,302.73,0.0,2,1,2026-01-13
260113202700_B0NN21,Фонарь уличный солнечный,освещение,2,511.04,0.0,2,1,2026-01-13
260113202700_U2S0H0,Коврик для ванной 60х90см,текстиль,4,845.71,113.33,2,1,2026-01-13
260113202700_C3X3MV,Лампа светодиодная E27 10Вт,освещение,2,253.93,69.83,2,1,2026-01-13
260113202700_C3X3MV,Душевая кабина угловая,сантехника,4,13353.57,1429.71,2,1,2026-01-13
260113202700_C3X3MV,Сифон для раковины,сантехника,3,422.17,0.0,2,1,2026-01-13
260113202700_C3X3MV,Ножовка по металлу,инструменты,5,497.4,103.16,2,1,2026-01-13
260113202700_C3X3MV,Совок и щетка для мусора,хозтовары,3,93.09,0.0,2,1,2026-01-13
260113202700_C3X3MV,Пуфик для ног,мебель,1,1250.83,0.0,2,1,2026-01-13
