doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113202700_67L0JR,Формы для выпечки набор 3шт,посуда,5,780.78,0.0,5,2,2026-01-13
260113202700_67L0JR,Чайник заварочный 1л,посуда,1,420.72,0.0,5,2,2026-01-13
260113202700_2HOMGS,Нож шеф-повара 20см,кухонная утварь,2,1013.17,108.51,5,2,2026-01-13
260113202700_2HOMGS,Ванна акриловая 170см,сантехника,5,11853.62,1475.52,5,2,2026-01-13
260113202700_2HOMGS,Светодиодная лента 5м,освещение,2,663.31,0.0,5,2,2026-01-13
260113202700_2HOMGS,Стеклянный графин 1л,посуда,4,586.26,0.0,5,2,2026-01-13
260113202700_2HOMGS,Кружка керамическая 350мл,посуда,2,426.68,0.0,5,2,2026-01-13
260113202700_CAMOJC,Ключ разводной 250мм,инструменты,3,491.63,51.58,5,2,2026-01-13
260113202700_CAMOJC,Термосумка 20л,хозтовары,5,851.05,239.4,5,2,2026-01-13
260113202700_CAMOJC,Уровень пузырьковый 60см,инструменты,5,496.07,0.0,5,2,2026-01-13
260113202700_CAMOJC,Стеллаж металлический 5 полок,хозтовары,5,2451.1,0.0,5,2,2026-01-13
260113202700_CAMOJC,Постельное белье 1.5-спальное,текстиль,4,2112.43,0.0,5,2,2026-01-13
260113202700_XN471I,Коврик для ванной 60х90см,текстиль,4,765.32,125.44,5,2,2026-01-13
260113202700_XN471I,Розетка с заземлением,электротовары,3,292.47,0.0,5,2,2026-01-13
260113202700_XN471I,Лейка пластиковая 5л,хозтовары,3,229.24,0.0,5,2,2026-01-13
260113202700_XN471I,Коврик протирочный,хозтовары,4,86.9,0.0,5,2,2026-01-13
260113202700_XN471I,Лампа накаливания 60Вт,освещение,4,79.07,20.78,5,2,2026-01-13
260113202700_XN471I,Ночник с датчиком движения,освещение,2,718.24,0.0,5,2,2026-01-13
260113202700_XN471I,Унитаз компакт,сантехника,4,3516.39,0.0,5,2,2026-01-13
260113202700_XN471I,Средство для чистки стекол 500мл,бытовая химия,2,142.18,0.0,5,2,2026-01-13
260113202700_ZLV2RR,Уровень пузырьковый 60см,инструменты,5,539.92,0.0,5,2,2026-01-13
260113202700_ZLV2RR,Термосумка 20л,хозтовары,2,918.07,254.51,5,2,2026-01-13
260113202700_ZLV2RR,Набор столовых приборов 24 предмета,посуда,1,2954.53,465.82,5,2,2026-01-13
260113202700_NEJ7YR,Рулетка измерительная 5м,инструменты,3,204.66,0.0,5,2,2026-01-13
260113202700_NEJ7YR,Полотенце банное 100х150см,текстиль,5,752.41,217.13,5,2,2026-01-13
260113202700_NEJ7YR,Стул кухонный,мебель,2,2194.46,544.43,5,2,2026-01-13
260113202700_NEJ7YR,Фонарь уличный солнечный,освещение,4,354.92,0.0,5,2,2026-01-13
260113202700_NEJ7YR,Полотенцесушитель электрический,сантехника,5,2073.34,0.0,5,2,2026-01-13
260113202700_NEJ7YR,Ночник с датчиком движения,освещение,1,576.32,0.0,5,2,2026-01-13
260113202700_NEJ7YR,Наволочка 50х70см,текстиль,3,158.66,36.05,5,2,2026-01-13
260113202700_NEJ7YR,Освежитель воздуха 300мл,бытовая химия,5,181.02,11.94,5,2,2026-01-13
