doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113193932_7Y0QRA,Гирлянда LED 5м 100 ламп,освещение,5,300.2,0.0,1,1,2026-01-13
260113193932_7Y0QRA,Датчик движения для освещения,электротовары,1,889.99,0.0,1,1,2026-01-13
260113193932_7Y0QRA,Средство для мытья полов 1л,бытовая химия,1,187.79,0.0,1,1,2026-01-13
260113193932_7Y0QRA,Коврик протирочный,хозтовары,4,83.47,0.0,1,1,2026-01-13
260113193932_7Y0QRA,Душевая кабина угловая,сантехника,3,9099.42,464.83,1,1,2026-01-13
260113193932_7Y0QRA,Пятновыводитель 500мл,бытовая химия,4,262.04,52.19,1,1,2026-01-13
260113193932_7Y0QRA,Чистящее средство для кухни 500мл,бытовая химия,2,150.6,0.0,1,1,2026-01-13
260113193932_7Y0QRA,Полотенцесушитель электрический,сантехника,2,3395.46,0.0,1,1,2026-01-13
260113193932_6KDDIJ,Средство для чистки стекол 500мл,бытовая химия,1,138.35,30.96,1,1,2026-01-13
260113193932_6KDDIJ,Лампа накаливания 60Вт,освещение,1,67.85,0.0,1,1,2026-01-13
260113193932_6KDDIJ,Ванна акриловая 170см,сантехника,1,26321.27,3854.1,1,1,2026-01-13
260113193932_6KDDIJ,Венчик для взбивания,кухонная утварь,2,126.21,0.0,1,1,2026-01-13
260113193932_6KDDIJ,Выключатель одноклавишный,электротовары,3,173.47,0.0,1,1,2026-01-13
260113193932_6KDDIJ,Раковина накладная 50см,сантехника,4,4382.46,0.0,1,1,2026-01-13
260113193932_21F93H,Простынь на резинке 160х200см,текстиль,2,612.53,0.0,1,1,2026-01-13
260113193932_21F93H,Средство для мытья полов 1л,бытовая химия,3,357.57,0.0,1,1,2026-01-13
260113193932_21F93H,Журнальный столик 60х60,мебель,1,1856.86,0.0,1,1,2026-01-13
260113193932_21F93H,Люминесцентная лампа 18Вт,освещение,4,411.03,0.0,1,1,2026-01-13
260113193932_21F93H,Кухонные весы электронные 5кг,кухонная утварь,3,542.8,29.34,1,1,2026-01-13
260113193932_7OPPTR,Розетка с заземлением,электротовары,3,396.6,0.0,1,1,2026-01-13
260113193932_7OPPTR,Грабли садовые,хозтовары,3,287.28,0.0,1,1,2026-01-13
260113193932_7OPPTR,Стеклянный бокал для вина 450мл,посуда,2,611.86,103.05,1,1,2026-01-13
260113193932_7OPPTR,Плоскогубцы комбинированные 200мм,инструменты,2,902.92,0.0,1,1,2026-01-13
260113193932_7OPPTR,Пуфик для ног,мебель,5,1806.72,0.0,1,1,2026-01-13
260113193932_7OPPTR,Тачка садовая 80л,хозтовары,1,1560.19,0.0,1,1,2026-01-13
260113193932_7OPPTR,Термометр кухонный,кухонная утварь,5,378.47,0.0,1,1,2026-01-13
260113193932_MQM416,Салатница стеклянная 1.5л,посуда,5,846.02,0.0,1,1,2026-01-13
260113193932_MQM416,Коврик протирочный,хозтовары,2,250.41,30.96,1,1,2026-01-13
260113193932_MQM416,Прожектор уличный 50Вт,освещение,2,1388.51,228.57,1,1,2026-01-13
260113193932_MQM416,Ящик пластиковый для хранения 60л,хозтовары,4,1042.16,159.37,1,1,2026-01-13
260113193932_MQM416,Венчик для взбивания,кухонная утварь,3,148.94,0.0,1,1,2026-01-13
260113193932_MQM416,Жидкое мыло для рук 500мл,бытовая химия,2,202.34,0.0,1,1,2026-01-13
260113193932_MQM416,Средство для удаления накипи 500мл,бытовая химия,3,249.56,0.0,1,1,2026-01-13
260113193932_4Z6GFO,Напильник плоский 200мм,инструменты,2,280.87,44.99,1,1,2026-01-13
260113193932_4Z6GFO,Светильник настенный бра,освещение,1,2035.65,210.84,1,1,2026-01-13
260113193932_4Z6GFO,Набор ключей рожковых 8-19мм,инструменты,4,837.38,0.0,1,1,2026-01-13
260113193932_4Z6GFO,Степлер строительный,инструменты,4,624.97,0.0,1,1,2026-01-13
260113193932_4Z6GFO,Комод 4-х ящичный,мебель,1,7185.87,0.0,1,1,2026-01-13
260113193932_4Z6GFO,Стиральный порошок Автомат 3кг,бытовая химия,4,394.66,0.0,1,1,2026-01-13
260113193932_4Z6GFO,Дуршлаг пластиковый 24см,посуда,1,174.95,51.25,1,1,2026-01-13
260113193932_4Z6GFO,Нож шеф-повара 20см,кухонная утварь,4,1666.6,183.15,1,1,2026-01-13
260113193932_TI4P0E,Измельчитель ручной,кухонная утварь,4,506.33,0.0,1,1,2026-01-13
260113193932_TI4P0E,Нож шеф-повара 20см,кухонная утварь,5,798.02,102.35,1,1,2026-01-13
260113193932_EE4RQF,Стеклянный графин 1л,посуда,2,1061.05,0.0,1,1,2026-01-13
260113193932_EE4RQF,Соусник керамический 300мл,посуда,2,478.66,0.0,1,1,2026-01-13
260113193932_EE4RQF,Измельчитель ручной,кухонная утварь,2,410.26,90.19,1,1,2026-01-13
260113193932_EE4RQF,Разделочная доска пластиковая,кухонная утварь,4,185.29,0.0,1,1,2026-01-13
260113193932_EE4RQF,Средство для чистки стекол 500мл,бытовая химия,2,128.58,0.0,1,1,2026-01-13
260113193932_EE4RQF,Стамеска набор 4шт,инструменты,3,283.55,76.91,1,1,2026-01-13
260113193932_EE4RQF,Чехол на подушку 70х70см,текстиль,1,302.64,0.0,1,1,2026-01-13
260113193932_EE4RQF,Средство для мытья посуды 450мл,бытовая химия,5,147.78,0.0,1,1,2026-01-13
260113193932_TVHB0J,Кружка керамическая 350мл,посуда,1,293.05,0.0,1,1,2026-01-13
260113193932_TVHB0J,Ночник с датчиком движения,освещение,5,541.48,0.0,1,1,2026-01-13
260113193932_TVHB0J,Консервный нож ручной,кухонная утварь,4,340.15,24.28,1,1,2026-01-13
260113193932_TVHB0J,Таблетки для посудомоечной машины 30шт,бытовая химия,5,291.45,0.0,1,1,2026-01-13
260113193932_TVHB0J,Полотенцесушитель электрический,сантехника,3,2746.41,0.0,1,1,2026-01-13
260113193932_TVHB0J,Ведро пластиковое 10л,хозтовары,1,204.74,26.33,1,1,2026-01-13
260113193932_TVHB0J,Журнальный столик 60х60,мебель,3,4382.89,0.0,1,1,2026-01-13
260113193932_TVHB0J,Люстра 5-рожковая,освещение,2,5104.32,695.32,1,1,2026-01-13
260113193932_TVHB0J,Уровень пузырьковый 60см,инструменты,4,739.95,153.33,1,1,2026-01-13
260113193932_TVHB0J,Водоочистительный фильтр,сантехника,2,1810.01,0.0,1,1,2026-01-13
260113193932_V709QT,Ванна акриловая 170см,сантехника,3,17983.77,0.0,1,1,2026-01-13
260113193932_V709QT,Средство для удаления накипи 500мл,бытовая химия,4,273.47,0.0,1,1,2026-01-13
260113193932_N1AEGF,Стабилизатор напряжения 1000Вт,электротовары,4,1683.96,0.0,1,1,2026-01-13
260113193932_N1AEGF,Вешалка прихожая напольная,мебель,5,3216.33,0.0,1,1,2026-01-13
260113193932_N1AEGF,Набор щеток для уборки 5шт,хозтовары,1,313.32,0.0,1,1,2026-01-13
260113193932_N1AEGF,Лампа накаливания 60Вт,освещение,2,117.4,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Средство для мытья полов 1л,бытовая химия,1,374.24,43.56,1,1,2026-01-13
260113193932_Y3VMHI,Ламповый патрон E27,электротовары,2,131.29,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Скалка деревянная 40см,кухонная утварь,5,217.84,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Полотенце кухонное 50х70см,текстиль,2,129.09,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Нож шеф-повара 20см,кухонная утварь,1,1422.68,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Скатерть 150х150см,текстиль,4,701.44,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Кресло компьютерное,мебель,3,4617.34,0.0,1,1,2026-01-13
260113193932_Y3VMHI,Терморегулятор для теплого пола,электротовары,2,2133.74,179.39,1,1,2026-01-13
260113193932_Y3VMHI,Покрывало на диван,текстиль,5,1730.13,346.19,1,1,2026-01-13
260113193932_Y3VMHI,Римские шторы 120х150см,текстиль,4,2687.48,0.0,1,1,2026-01-13
260113193932_HYM3CS,Шкаф купе 2-х дверный,мебель,3,21039.69,0.0,1,1,2026-01-13
260113193932_HYM3CS,Разделочная доска пластиковая,кухонная утварь,1,298.05,0.0,1,1,2026-01-13
260113193932_HYM3CS,Кусачки боковые 180мм,инструменты,1,566.34,0.0,1,1,2026-01-13
260113193932_CMBDP5,Гель для стирки цветного белья 1л,бытовая химия,4,374.98,106.23,1,1,2026-01-13
260113193932_CMBDP5,Гирлянда LED 5м 100 ламп,освещение,2,538.35,118.99,1,1,2026-01-13
260113193932_CMBDP5,Розетка с заземлением,электротовары,3,350.37,0.0,1,1,2026-01-13
260113193932_CMBDP5,Набор ключей рожковых 8-19мм,инструменты,1,1188.13,0.0,1,1,2026-01-13
260113193932_CMBDP5,Ключ разводной 250мм,инструменты,2,713.17,161.98,1,1,2026-01-13
260113193932_CMBDP5,Распределительная коробка 100х100,электротовары,3,203.92,12.15,1,1,2026-01-13
260113193932_CMBDP5,Унитаз компакт,сантехника,2,3331.06,0.0,1,1,2026-01-13
260113193932_CMBDP5,Тумба под ТВ 120см,мебель,5,4253.26,0.0,1,1,2026-01-13
260113193932_CMBDP5,Ящик пластиковый для хранения 60л,хозтовары,4,845.95,203.0,1,1,2026-01-13
260113193932_CMBDP5,Ванна акриловая 170см,сантехника,2,24287.47,1660.05,1,1,2026-01-13
260113193932_I8KTC4,Смеситель для раковины,сантехника,1,3334.0,0.0,1,1,2026-01-13
260113193932_ZNXZ4H,Ламповый патрон E27,электротовары,5,121.01,0.0,1,1,2026-01-13
260113193932_ZNXZ4H,Постельное белье 1.5-спальное,текстиль,3,2078.28,165.99,1,1,2026-01-13
260113193932_ZNXZ4H,Лейка пластиковая 5л,хозтовары,2,255.23,0.0,1,1,2026-01-13
260113193932_ZNXZ4H,Ламповый патрон E27,электротовары,3,140.04,0.0,1,1,2026-01-13
260113193932_ZNXZ4H,Стамеска набор 4шт,инструменты,2,688.78,93.5,1,1,2026-01-13
260113193932_BOENWH,Чистящее средство для кухни 500мл,бытовая химия,4,129.91,25.2,1,1,2026-01-13
260113193932_PIL8SJ,Кофейный сервиз 6 персон,посуда,4,3610.36,0.0,1,1,2026-01-13
260113193932_PIL8SJ,Тумба под ТВ 120см,мебель,5,5670.47,0.0,1,1,2026-01-13
260113193932_PIL8SJ,Люминесцентная лампа 18Вт,освещение,4,370.04,0.0,1,1,2026-01-13
260113193932_PIL8SJ,Набор отверток 6 предметов,инструменты,3,579.26,0.0,1,1,2026-01-13
