doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113193932_F98KKO,Матрас ортопедический 90х200,мебель,3,12239.02,3215.12,5,1,2026-01-13
260113193932_F98KKO,Сифон для раковины,сантехника,3,514.81,0.0,5,1,2026-01-13
260113193932_F98KKO,Шкаф купе 2-х дверный,мебель,4,10646.31,0.0,5,1,2026-01-13
260113193932_F98KKO,Соусник керамический 300мл,посуда,3,347.04,57.7,5,1,2026-01-13
260113193932_F98KKO,Штопор с рычагом,кухонная утварь,3,413.07,113.37,5,1,2026-01-13
260113193932_F98KKO,Тумба под ТВ 120см,мебель,4,3309.42,595.47,5,1,2026-01-13
260113193932_F98KKO,Грабли садовые,хозтовары,4,432.39,26.92,5,1,2026-01-13
260113193932_F98KKO,Нож шеф-повара 20см,кухонная утварь,1,1939.69,0.0,5,1,2026-01-13
260113193932_NOLLW3,Грабли садовые,хозтовары,3,723.95,0.0,5,1,2026-01-13
260113193932_NOLLW3,Чистящий крем для ванной 400мл,бытовая химия,3,128.06,0.0,5,1,2026-01-13
260113193932_NOLLW3,Стамеска набор 4шт,инструменты,5,762.23,209.82,5,1,2026-01-13
260113193932_NOLLW3,Распределительная коробка 100х100,электротовары,3,161.69,0.0,5,1,2026-01-13
260113193932_551EIQ,Торшер напольный,освещение,4,1959.83,0.0,5,1,2026-01-13
260113193932_551EIQ,Ламповый патрон E27,электротовары,2,47.74,0.0,5,1,2026-01-13
260113193932_551EIQ,Лампа накаливания 60Вт,освещение,3,142.59,10.03,5,1,2026-01-13
260113193932_551EIQ,Грабли садовые,хозтовары,1,621.81,0.0,5,1,2026-01-13
260113193932_551EIQ,Освежитель воздуха 300мл,бытовая химия,2,232.21,0.0,5,1,2026-01-13
260113193932_551EIQ,Душевая кабина угловая,сантехника,5,9734.83,0.0,5,1,2026-01-13
260113193932_551EIQ,Стамеска набор 4шт,инструменты,2,682.84,0.0,5,1,2026-01-13
260113193932_551EIQ,Ведро пластиковое 10л,хозтовары,2,302.82,0.0,5,1,2026-01-13
260113193932_551EIQ,Выключатель одноклавишный,электротовары,4,324.52,0.0,5,1,2026-01-13
260113193932_551EIQ,Полотенце банное 100х150см,текстиль,2,617.15,0.0,5,1,2026-01-13
260113193932_KSOUIK,Ванна акриловая 170см,сантехника,4,21261.1,0.0,5,1,2026-01-13
260113193932_KSOUIK,Фонарь уличный солнечный,освещение,4,1038.13,0.0,5,1,2026-01-13
260113193932_KSOUIK,Антистатик для одежды 400мл,бытовая химия,4,246.54,0.0,5,1,2026-01-13
260113193932_V3QBDY,Душевая кабина угловая,сантехника,3,19115.16,2952.81,5,1,2026-01-13
260113193932_V3QBDY,Таймер кухонный механический,кухонная утварь,1,285.69,58.69,5,1,2026-01-13
260113193932_V3QBDY,Уровень пузырьковый 60см,инструменты,5,486.69,0.0,5,1,2026-01-13
260113193932_V3QBDY,Терморегулятор для теплого пола,электротовары,2,1234.26,0.0,5,1,2026-01-13
260113193932_V3QBDY,Пресс для чеснока,кухонная утварь,5,290.88,19.49,5,1,2026-01-13
260113193932_V3QBDY,Набор отверток 6 предметов,инструменты,5,762.24,160.56,5,1,2026-01-13
260113193932_V3QBDY,Терка 4-х сторонняя,кухонная утварь,3,731.77,0.0,5,1,2026-01-13
260113193932_V3QBDY,Сифон для раковины,сантехника,1,356.5,0.0,5,1,2026-01-13
260113193932_V3QBDY,Стиральный порошок Автомат 3кг,бытовая химия,3,674.87,0.0,5,1,2026-01-13
260113193932_INXJTA,Удлинитель 5м 3 розетки,электротовары,3,842.84,206.35,5,1,2026-01-13
260113193932_INXJTA,Средство для чистки стекол 500мл,бытовая химия,5,151.91,0.0,5,1,2026-01-13
260113193932_INXJTA,Средство для мытья посуды 450мл,бытовая химия,5,180.86,35.24,5,1,2026-01-13
260113193932_INXJTA,Лампа светодиодная E27 10Вт,освещение,5,233.59,0.0,5,1,2026-01-13
260113193932_INXJTA,Выключатель одноклавишный,электротовары,1,257.77,20.53,5,1,2026-01-13
260113193932_INXJTA,Перчатки резиновые хозяйственные,хозтовары,2,193.24,0.0,5,1,2026-01-13
260113193932_INXJTA,Набор щеток для уборки 5шт,хозтовары,1,458.79,133.28,5,1,2026-01-13
260113193932_INXJTA,Коврик придверный 60х40см,текстиль,1,598.13,0.0,5,1,2026-01-13
260113193932_INXJTA,Прожектор уличный 50Вт,освещение,1,1666.12,0.0,5,1,2026-01-13
260113193932_0IFGS9,Средство для мытья полов 1л,бытовая химия,4,346.23,50.43,5,1,2026-01-13
260113193932_0IFGS9,Средство для мытья полов 1л,бытовая химия,5,248.72,25.11,5,1,2026-01-13
260113193932_0IFGS9,Терка 4-х сторонняя,кухонная утварь,1,606.03,0.0,5,1,2026-01-13
260113193932_0IFGS9,Стул кухонный,мебель,5,2346.87,526.48,5,1,2026-01-13
260113193932_0IFGS9,Стеклянный бокал для вина 450мл,посуда,3,433.91,66.87,5,1,2026-01-13
260113193932_F74XFW,Термоклеевой пистолет 40Вт,инструменты,3,387.94,0.0,5,1,2026-01-13
260113193932_F74XFW,Стабилизатор напряжения 1000Вт,электротовары,1,2107.16,0.0,5,1,2026-01-13
260113193932_F74XFW,Лампа накаливания 60Вт,освещение,2,90.06,0.0,5,1,2026-01-13
260113193932_F74XFW,Средство для мытья посуды 450мл,бытовая химия,2,140.99,0.0,5,1,2026-01-13
260113193932_F74XFW,Средство для мытья посуды 450мл,бытовая химия,3,129.51,22.37,5,1,2026-01-13
260113193932_F74XFW,Разделочная доска пластиковая,кухонная утварь,1,151.29,0.0,5,1,2026-01-13
260113193932_F74XFW,Молоток для мяса,кухонная утварь,3,375.65,100.44,5,1,2026-01-13
260113193932_F74XFW,Совок и щетка для мусора,хозтовары,5,137.73,0.0,5,1,2026-01-13
260113193932_F74XFW,Наволочка 50х70см,текстиль,2,442.12,0.0,5,1,2026-01-13
260113193932_F74XFW,Аварийный светильник,освещение,5,1151.17,331.55,5,1,2026-01-13
260113193932_DXY92H,Наволочка 50х70см,текстиль,1,431.95,0.0,5,1,2026-01-13
260113193932_DXY92H,Венчик для взбивания,кухонная утварь,4,122.95,0.0,5,1,2026-01-13
260113193932_DXY92H,Чистящее средство для кухни 500мл,бытовая химия,2,301.88,0.0,5,1,2026-01-13
260113193932_DXY92H,Люминесцентная лампа 18Вт,освещение,4,221.19,0.0,5,1,2026-01-13
260113193932_DXY92H,Жидкое мыло для рук 500мл,бытовая химия,2,220.57,35.68,5,1,2026-01-13
260113193932_DXY92H,Удлинитель 5м 3 розетки,электротовары,5,746.2,105.87,5,1,2026-01-13
260113193932_DXY92H,Раковина накладная 50см,сантехника,5,2057.75,0.0,5,1,2026-01-13
260113193932_DXY92H,Штопор с рычагом,кухонная утварь,4,200.17,54.16,5,1,2026-01-13
260113193932_DXY92H,Постельное белье 1.5-спальное,текстиль,3,3272.04,0.0,5,1,2026-01-13
260113193932_1PN5JR,Кровать односпальная,мебель,2,4847.66,0.0,5,1,2026-01-13
260113193932_1PN5JR,Кресло компьютерное,мебель,3,4874.56,0.0,5,1,2026-01-13
260113193932_1PN5JR,Средство для чистки стекол 500мл,бытовая химия,4,171.32,0.0,5,1,2026-01-13
260113193932_1PN5JR,Средство для мытья посуды 450мл,бытовая химия,3,97.72,0.0,5,1,2026-01-13
260113193932_1PN5JR,Скатерть 150х150см,текстиль,5,979.68,0.0,5,1,2026-01-13
260113193932_1PN5JR,Стеллаж металлический 5 полок,хозтовары,2,1214.12,333.9,5,1,2026-01-13
260113193932_1PN5JR,Чистящее средство для кухни 500мл,бытовая химия,3,146.27,17.36,5,1,2026-01-13
260113193932_X8Z3WO,Гирлянда LED 5м 100 ламп,освещение,5,711.69,194.43,5,1,2026-01-13
260113193932_X8Z3WO,Тачка садовая 80л,хозтовары,4,3661.95,1017.27,5,1,2026-01-13
260113193932_X8Z3WO,Средство для чистки унитаза 750мл,бытовая химия,5,251.71,0.0,5,1,2026-01-13
260113193932_X8Z3WO,Соковыжималка для цитрусовых,кухонная утварь,5,660.43,0.0,5,1,2026-01-13
260113193932_X8Z3WO,Соковыжималка для цитрусовых,кухонная утварь,1,1060.67,0.0,5,1,2026-01-13
260113193932_X8Z3WO,Ванна акриловая 170см,сантехника,2,23571.25,0.0,5,1,2026-01-13
260113193932_X8Z3WO,Лампа светодиодная E27 10Вт,освещение,1,246.16,0.0,5,1,2026-01-13
