doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113193932_CO194Q,Ящик пластиковый для хранения 60л,хозтовары,1,429.88,0.0,4,1,2026-01-13
260113193932_CO194Q,Соусник керамический 300мл,посуда,3,544.4,0.0,4,1,2026-01-13
260113193932_CO194Q,Кухонные весы электронные 5кг,кухонная утварь,5,509.58,0.0,4,1,2026-01-13
260113193932_XOQXHB,Салфетки столовые набор 6шт,текстиль,5,341.57,36.57,4,1,2026-01-13
260113193932_XOQXHB,Салфетки столовые набор 6шт,текстиль,4,327.56,0.0,4,1,2026-01-13
260113193932_XOQXHB,Лампа для растений фитолампа,освещение,1,565.72,0.0,4,1,2026-01-13
260113193932_XOQXHB,Тачка садовая 80л,хозтовары,3,2496.22,502.2,4,1,2026-01-13
260113193932_XOQXHB,Терморегулятор для теплого пола,электротовары,5,2058.81,324.0,4,1,2026-01-13
260113193932_10BY1G,Сетевой фильтр 6 розеток,электротовары,3,608.08,0.0,4,1,2026-01-13
260113193932_10BY1G,Жидкое мыло для рук 500мл,бытовая химия,1,114.22,0.0,4,1,2026-01-13
260113193932_10BY1G,Стеллаж металлический 5 полок,хозтовары,2,2014.1,0.0,4,1,2026-01-13
260113193932_10BY1G,Средство для мытья полов 1л,бытовая химия,2,270.61,48.81,4,1,2026-01-13
260113193932_10BY1G,Фум лента 12ммх12м,сантехника,2,111.24,0.0,4,1,2026-01-13
260113193932_10BY1G,Лопатка кухонная силиконовая,посуда,5,306.5,0.0,4,1,2026-01-13
260113193932_28OWFW,Сушилка для белья напольная,хозтовары,2,1309.05,234.51,4,1,2026-01-13
260113193932_28OWFW,Антистатик для одежды 400мл,бытовая химия,1,216.33,53.18,4,1,2026-01-13
260113193932_CIC248,Раковина накладная 50см,сантехника,4,2345.3,0.0,4,1,2026-01-13
260113193932_CIC248,Кусачки боковые 180мм,инструменты,3,585.95,0.0,4,1,2026-01-13
260113193932_CIC248,Антистатик для одежды 400мл,бытовая химия,3,216.24,59.94,4,1,2026-01-13
260113193932_CIC248,Терморегулятор для теплого пола,электротовары,5,1939.7,278.62,4,1,2026-01-13
260113193932_CIC248,Зеркало в раме 60х90,мебель,3,1799.54,0.0,4,1,2026-01-13
260113193932_CIC248,Гирлянда LED 5м 100 ламп,освещение,4,892.64,0.0,4,1,2026-01-13
