doc_id,item,category,amount,price,discount,store_id,cash_id,receipt_date
260113193932_FYZ52Z,Лампа светодиодная E27 10Вт,освещение,4,256.94,34.43,1,2,2026-01-13
260113193932_FYZ52Z,Средство для чистки унитаза 750мл,бытовая химия,5,301.94,0.0,1,2,2026-01-13
260113193932_FYZ52Z,Набор бит для шуруповерта 25шт,инструменты,4,420.12,78.27,1,2,2026-01-13
260113193932_FYZ52Z,Средство для чистки унитаза 750мл,бытовая химия,1,283.46,27.24,1,2,2026-01-13
260113193932_K3YKZT,Шторы тюль 3м,текстиль,1,2401.82,121.16,1,2,2026-01-13
260113193932_K3YKZT,Чистящий крем для ванной 400мл,бытовая химия,4,242.08,46.83,1,2,2026-01-13
260113193932_K3YKZT,Молоток слесарный 500г,инструменты,4,663.57,0.0,1,2,2026-01-13
260113193932_K3YKZT,Набор кастрюль 3 предмета,посуда,4,2485.85,0.0,1,2,2026-01-13
260113193932_K3YKZT,Стеклянный бокал для вина 450мл,посуда,1,538.09,0.0,1,2,2026-01-13
260113193932_K3YKZT,Степлер строительный,инструменты,1,952.21,133.55,1,2,2026-01-13
260113193932_K3YKZT,Стул кухонный,мебель,3,2081.76,0.0,1,2,2026-01-13
260113193932_K3YKZT,Удлинитель 5м 3 розетки,электротовары,2,529.93,38.73,1,2,2026-01-13
260113193932_K3YKZT,Ночник с датчиком движения,освещение,2,418.27,0.0,1,2,2026-01-13
260113193932_K3YKZT,Ламповый патрон E27,электротовары,1,112.1,0.0,1,2,2026-01-13
260113193932_DJ6B6W,Формы для выпечки набор 3шт,посуда,4,866.24,0.0,1,2,2026-01-13
260113193932_DJ6B6W,Вешалка прихожая напольная,мебель,3,1267.44,136.49,1,2,2026-01-13
260113193932_DJ6B6W,Лампа светодиодная E27 10Вт,освещение,3,252.26,32.38,1,2,2026-01-13
260113193932_GKRPEY,Термоклеевой пистолет 40Вт,инструменты,3,878.55,0.0,1,2,2026-01-13
260113193932_GKRPEY,Коврик для ванной 60х90см,текстиль,4,554.01,0.0,1,2,2026-01-13
260113193932_GKRPEY,Чайник заварочный 1л,посуда,3,647.96,0.0,1,2,2026-01-13
260113193932_GKRPEY,Выключатель одноклавишный,электротовары,1,298.8,0.0,1,2,2026-01-13
260113193932_GKRPEY,Стеллаж металлический 5 полок,хозтовары,1,1394.24,0.0,1,2,2026-01-13
260113193932_GKRPEY,Чистящий крем для ванной 400мл,бытовая химия,2,188.04,13.94,1,2,2026-01-13
260113193932_GKRPEY,Таймер розеточный,электротовары,4,580.49,65.28,1,2,2026-01-13
260113193932_JWWZ2G,Светильник настенный бра,освещение,2,1352.78,0.0,1,2,2026-01-13
260113193932_JWWZ2G,Стабилизатор напряжения 1000Вт,электротовары,1,1540.92,0.0,1,2,2026-01-13
260113193932_JWWZ2G,Римские шторы 120х150см,текстиль,2,2538.39,0.0,1,2,2026-01-13
260113193932_JWWZ2G,Матрас ортопедический 90х200,мебель,4,13631.46,0.0,1,2,2026-01-13
260113193932_JWWZ2G,Набор щеток для уборки 5шт,хозтовары,2,219.12,30.47,1,2,2026-01-13
260113193932_JWWZ2G,Термос 1л,посуда,1,989.77,0.0,1,2,2026-01-13
260113193932_FT986W,Умывальник с тумбой,сантехника,2,10160.47,0.0,1,2,2026-01-13
260113193932_FT986W,Сифон для раковины,сантехника,2,538.71,0.0,1,2,2026-01-13
260113193932_FT986W,Средство для мытья полов 1л,бытовая химия,4,172.75,0.0,1,2,2026-01-13
260113193932_FT986W,Стеллаж металлический 5 полок,хозтовары,3,2995.47,0.0,1,2,2026-01-13
260113193932_FT986W,Терморегулятор для теплого пола,электротовары,4,1584.92,0.0,1,2,2026-01-13
260113193932_FT986W,Пуфик для ног,мебель,2,1814.55,0.0,1,2,2026-01-13
260113193932_FT986W,Скалка деревянная 40см,кухонная утварь,3,248.68,53.63,1,2,2026-01-13
260113193932_FT986W,Полотенце кухонное 50х70см,текстиль,5,121.68,0.0,1,2,2026-01-13
260113193932_643LJO,Датчик движения для освещения,электротовары,2,394.17,0.0,1,2,2026-01-13
260113193932_VBZ6TL,Ножовка по металлу,инструменты,3,369.88,0.0,1,2,2026-01-13
260113193932_VBZ6TL,Датчик движения для освещения,электротовары,1,786.06,0.0,1,2,2026-01-13
260113193932_VBZ6TL,Водоочистительный фильтр,сантехника,1,1830.24,113.96,1,2,2026-01-13
260113193932_VWHEQM,Освежитель воздуха 300мл,бытовая химия,1,169.97,39.19,1,2,2026-01-13
260113193932_VWHEQM,Ночник с датчиком движения,освещение,4,581.91,0.0,1,2,2026-01-13
260113193932_VWHEQM,Дрель электрическая 600Вт,инструменты,5,2335.1,0.0,1,2,2026-01-13
